,0,1,2,3,4
0,4.4454896450042725,2.772326374053955,23.23398823738098,1.1808404445648193,7.161824941635132
1,13.797364377975464,1.1826973676681518,14.935984373092651,0.0,10.257913088798523
2,9.381691765785217,4.4747408628463745,13.61315085887909,0.0,8.234202218055724
3,9.59950523376465,1.5341682195663453,22.991125869750977,3.9882522106170653,2.468130898475647
4,8.37588632106781,1.0657603025436402,20.971642589569093,1.3858783006668092,5.183003687858582
5,7.556053972244262,4.115641260147095,10.770626664161682,1.0574551582336427,5.355319714546203
6,6.937600779533386,0.0,14.19573884010315,0.0,13.228162860870361
7,7.507193112373352,3.1244807481765746,17.319580173492433,0.0,13.498014950752259
8,13.545567226409911,0.0,19.388529968261718,0.0,14.177555274963378
9,19.429487538337707,1.6510130643844605,17.739987635612486,0.0,6.206149959564209
